0.00E+00	1.50E-01	3.00E-01	4.50E-01	6.00E-01	7.50E-01	9.00E-01	1.05E+00	1.20E+00	1.35E+00	1.50E+00	1.65E+00	1.80E+00	1.95E+00	2.10E+00	2.26E+00	2.43E+00	2.63E+00	2.87E+00	3.16E+00	3.50E+00
0.00E+00	1.50E-01	3.00E-01	4.50E-01	6.00E-01	7.50E-01	9.00E-01	1.05E+00	1.20E+00	1.35E+00	1.50E+00	1.65E+00	1.80E+00	1.95E+00	2.10E+00	2.26E+00	2.43E+00	2.63E+00	2.87E+00	3.16E+00	3.50E+00
0.00E+00	1.50E-01	3.00E-01	4.50E-01	6.00E-01	7.50E-01	9.00E-01	1.05E+00	1.20E+00	1.35E+00	1.50E+00	1.65E+00	1.80E+00	1.95E+00	2.10E+00	2.26E+00	2.43E+00	2.63E+00	2.87E+00	3.16E+00	3.50E+00
0.00E+00	1.50E-01	3.00E-01	4.50E-01	6.00E-01	7.50E-01	9.00E-01	1.05E+00	1.20E+00	1.35E+00	1.50E+00	1.65E+00	1.80E+00	1.95E+00	2.10E+00	2.26E+00	2.43E+00	2.63E+00	2.87E+00	3.16E+00	3.50E+00
0.00E+00	1.50E-01	3.00E-01	4.50E-01	6.00E-01	7.50E-01	9.00E-01	1.05E+00	1.20E+00	1.35E+00	1.50E+00	1.65E+00	1.80E+00	1.95E+00	2.10E+00	2.26E+00	2.43E+00	2.63E+00	2.87E+00	3.16E+00	3.50E+00
0.00E+00	1.50E-01	3.00E-01	4.50E-01	6.00E-01	7.50E-01	9.00E-01	1.05E+00	1.20E+00	1.35E+00	1.50E+00	1.65E+00	1.80E+00	1.95E+00	2.10E+00	2.26E+00	2.43E+00	2.63E+00	2.87E+00	3.16E+00	3.50E+00
0.00E+00	1.50E-01	3.00E-01	4.50E-01	6.00E-01	7.50E-01	9.00E-01	1.05E+00	1.20E+00	1.35E+00	1.50E+00	1.65E+00	1.80E+00	1.95E+00	2.10E+00	2.26E+00	2.43E+00	2.63E+00	2.87E+00	3.16E+00	3.50E+00
0.00E+00	1.50E-01	3.00E-01	4.50E-01	6.00E-01	7.50E-01	9.00E-01	1.05E+00	1.20E+00	1.35E+00	1.50E+00	1.65E+00	1.80E+00	1.95E+00	2.10E+00	2.26E+00	2.43E+00	2.63E+00	2.87E+00	3.16E+00	3.50E+00
0.00E+00	1.50E-01	3.00E-01	4.50E-01	6.00E-01	7.50E-01	9.00E-01	1.05E+00	1.20E+00	1.35E+00	1.50E+00	1.65E+00	1.80E+00	1.95E+00	2.10E+00	2.26E+00	2.43E+00	2.63E+00	2.87E+00	3.16E+00	3.50E+00
0.00E+00	1.50E-01	3.00E-01	4.50E-01	6.00E-01	7.50E-01	9.00E-01	1.05E+00	1.20E+00	1.35E+00	1.50E+00	1.65E+00	1.80E+00	1.95E+00	2.10E+00	2.26E+00	2.43E+00	2.63E+00	2.87E+00	3.16E+00	3.50E+00
0.00E+00	1.50E-01	3.00E-01	4.50E-01	6.00E-01	7.50E-01	9.00E-01	1.05E+00	1.20E+00	1.35E+00	1.50E+00	1.65E+00	1.80E+00	1.95E+00	2.10E+00	2.26E+00	2.43E+00	2.63E+00	2.87E+00	3.16E+00	3.50E+00
0.00E+00	1.50E-01	3.00E-01	4.50E-01	6.00E-01	7.50E-01	9.00E-01	1.05E+00	1.20E+00	1.35E+00	1.50E+00	1.65E+00	1.80E+00	1.95E+00	2.10E+00	2.26E+00	2.43E+00	2.63E+00	2.87E+00	3.16E+00	3.50E+00
0.00E+00	1.50E-01	3.00E-01	4.50E-01	6.00E-01	7.50E-01	9.00E-01	1.05E+00	1.20E+00	1.35E+00	1.50E+00	1.65E+00	1.80E+00	1.95E+00	2.10E+00	2.26E+00	2.43E+00	2.63E+00	2.87E+00	3.16E+00	3.50E+00
0.00E+00	1.50E-01	3.00E-01	4.50E-01	6.00E-01	7.50E-01	9.00E-01	1.05E+00	1.20E+00	1.35E+00	1.50E+00	1.65E+00	1.80E+00	1.95E+00	2.10E+00	2.26E+00	2.43E+00	2.63E+00	2.87E+00	3.16E+00	3.50E+00
0.00E+00	1.50E-01	3.00E-01	4.50E-01	6.00E-01	7.50E-01	9.00E-01	1.05E+00	1.20E+00	1.35E+00	1.50E+00	1.65E+00	1.80E+00	1.95E+00	2.10E+00	2.26E+00	2.43E+00	2.63E+00	2.87E+00	3.16E+00	3.50E+00
